Price,Location,Size,Bedrooms,Bathrooms,Tenure,Property_Type,Barbeque area,Club house,Gymnasium,Jogging Track,Lift,Minimart,Multipurpose hall,Parking,Playground,Sauna,Security,Squash Court,Swimming Pool,Tennis Court
360000,Shah Alam,864,3,2,Freehold,Service Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460000,Shah Alam,896,2,2,Freehold,Service Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,Setia Alam,818,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
240000,Puchong,850,3,2,Freehold,Apartment,0,0,0,0,0,0,0,1,1,0,0,0,0,0
253000,Setia Alam,750,3,2,Freehold,Apartment,0,0,0,0,1,0,1,1,1,0,1,0,0,0
280000,Bangi,874,3,2,Leasehold,Apartment,0,0,0,0,1,0,1,1,1,0,1,0,1,0
439000,Damansara Damai,1200,3,2,Leasehold,Condominium,0,0,0,0,1,1,0,1,1,0,1,0,1,0
285000,Damansara Damai,661,1,2,Leasehold,Condominium,0,0,0,0,1,1,0,1,1,0,1,0,1,0
280000,Setia Alam,818,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
270000,Damansara Damai,750,3,2,Leasehold,Condominium,1,0,0,1,0,0,0,1,1,0,1,0,1,0
185000,Damansara Damai,700,3,2,Leasehold,Apartment,0,0,0,0,0,1,0,1,1,0,1,0,0,0
249000,Selayang,950,3,2,Leasehold,Condominium,0,0,1,1,1,0,0,1,1,1,1,0,1,0
163000,Damansara Damai,675,3,2,Leasehold,Apartment,0,0,0,0,0,0,0,1,1,0,1,0,0,0
250000,Subang Bestari,850,3,2,Leasehold,Apartment,0,0,0,1,1,0,0,1,1,0,1,0,1,0
245000,Petaling Jaya,771,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,0,0,0,0,0,1,0
380000,Kajang,1250,3,2,Freehold,Condominium,1,0,1,1,1,0,1,1,1,0,1,0,1,0
448000,Seri Kembangan,1325,4,2,Freehold,Condominium,1,1,1,1,0,1,1,1,1,1,1,0,1,1
720000,Ampang,3000,4,3,Leasehold,Condominium,1,1,1,1,0,1,0,1,1,1,1,0,1,1
175000,Damansara Damai,700,3,2,Leasehold,Apartment,0,0,0,1,0,1,0,1,1,0,1,0,1,0
320000,Batu Caves,1096,3,2,Leasehold,Condominium,1,0,1,0,0,0,1,0,1,1,0,0,1,0
370000,Shah Alam,1250,2,2,Leasehold,Condominium,1,0,1,0,1,1,0,1,1,0,1,0,1,1
279000,Batu Caves,920,4,2,Freehold,Apartment,0,0,0,0,1,0,1,1,1,0,1,0,0,0
199000,Bangi,650,3,2,Leasehold,Flat,0,0,0,1,0,1,1,1,1,0,0,0,0,1
390000,Ampang,1173,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
295000,Kajang,1700,3,2,Freehold,Condominium,0,0,0,0,1,0,1,1,1,0,1,0,1,0
230000,Bangi,750,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
268000,Cyberjaya,450,1,1,Freehold,Service Residence,1,0,1,0,0,0,0,0,1,0,0,0,1,0
750000,Seri Kembangan,1800,4,3,Leasehold,Service Residence,1,0,1,1,1,0,1,1,1,0,1,0,1,0
225000,Seri Kembangan,531,1,1,Leasehold,Service Residence,0,0,1,0,1,0,1,1,1,0,1,0,1,0
399000,Bangi,1037,3,2,Freehold,Apartment,1,0,1,1,1,0,1,1,1,1,1,0,1,0
248888,Shah Alam,770,1,1,Freehold,Service Residence,0,0,1,0,1,1,0,1,1,0,1,0,1,0
780000,Petaling Jaya,1173,3,2,Leasehold,Service Residence,1,0,1,1,1,1,1,1,1,0,1,0,1,0
390000,Ampang,946,3,2,Leasehold,Condominium,0,0,1,0,1,1,0,1,1,0,1,0,1,0
350000,Seri Kembangan,650,3,1,Leasehold,Apartment,0,0,0,1,0,0,0,0,1,0,0,0,0,0
153000,Kajang,659,3,2,Freehold,Apartment,0,1,0,1,0,1,1,1,1,0,1,1,0,1
240000,Puchong,750,3,2,Freehold,Apartment,0,0,0,0,0,1,0,1,1,0,1,0,0,0
365000,Seri Kembangan,430,1,1,Leasehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,0
895000,Klang,1065,3,3,Freehold,Service Residence,0,0,1,1,1,1,1,1,1,1,1,0,1,0
310000,Bandar Saujana Putra,1004,3,2,Freehold,Service Residence,1,0,1,1,1,0,1,1,1,0,1,1,1,0
230000,Shah Alam,736,3,2,Freehold,Apartment,0,0,0,0,1,0,1,1,1,0,1,0,0,0
295000,Kajang,1044,3,3,Leasehold,Apartment,0,0,0,1,1,1,1,1,1,0,1,0,1,0
240000,Kajang,850,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
265000,Setia Alam,750,3,2,Freehold,Apartment,0,0,0,0,0,0,1,1,1,0,1,0,0,0
300000,Setia Alam,850,3,2,Leasehold,Apartment,0,0,0,1,0,0,1,1,1,0,1,0,0,0
338000,Dengkil,901,3,2,Leasehold,Service Residence,1,0,1,0,1,0,1,1,1,0,1,0,1,0
650000,Cyberjaya,1500,3,3,Freehold,Condominium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470000,Bandar Utama,1000,3,2,Leasehold,Condominium,0,0,1,0,1,0,1,1,1,0,1,0,1,0
340000,Batu Caves,936,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,1,0
320000,Batu Caves,915,3,2,Leasehold,Condominium,0,0,0,0,1,0,0,1,0,0,1,0,1,0
430000,Cyberjaya,1010,3,2,Freehold,Condominium,1,0,1,1,1,1,1,1,1,0,1,0,1,0
180000,Bandar Sri Damansara,617,2,1,Freehold,Flat,0,0,0,0,0,1,1,1,1,0,0,0,0,0
350000,Shah Alam,784,2,2,Freehold,Condominium,1,0,1,0,1,1,1,1,1,0,1,0,1,0
330000,Subang Jaya,480,2,1,Freehold,Service Residence,0,0,0,0,1,1,0,1,0,0,1,0,0,0
130000,Kajang,550,2,1,Freehold,Flat,0,0,0,0,0,0,0,1,0,0,0,0,0,0
480000,Bukit Jelutong,800,2,2,Freehold,Condominium,1,0,1,0,1,1,1,1,1,0,1,0,1,0
290000,Cyberjaya,1200,3,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,0,1,0,1,1
225000,Cheras,820,3,2,Freehold,Apartment,1,0,0,1,0,0,0,1,1,0,1,0,0,0
1100000,Petaling Jaya,1265,3,2,Leasehold,Service Residence,1,0,1,1,1,1,0,1,1,1,1,1,1,0
180000,Dengkil,850,3,2,Freehold,Apartment,0,0,0,1,1,1,0,1,1,0,1,0,0,0
380000,Shah Alam,963,2,2,Leasehold,Condominium,1,0,1,0,1,0,0,1,0,0,1,0,1,0
270000,Bangi,1000,4,3,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,0,1,0
270000,Bangi,1011,4,3,Freehold,Condominium,1,1,1,1,1,1,1,1,1,0,1,0,1,0
535000,Puchong,1890,4,3,Freehold,Duplex,1,0,1,0,0,1,0,1,1,0,1,0,1,0
257000,Klang,900,3,2,Freehold,Apartment,0,0,0,0,1,1,0,1,1,0,1,0,1,0
250000,Shah Alam,850,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
120000,Serdang,680,2,1,Leasehold,Flat,0,0,0,0,0,1,0,0,0,0,0,0,0,0
218500,Shah Alam,840,3,2,Freehold,Apartment,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320000,Cyberjaya,850,3,2,Freehold,Apartment,0,0,0,0,1,0,1,1,1,0,1,0,1,0
235000,Seri Kembangan,805,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,1,0
160000,Kajang,657,3,2,Leasehold,Flat,0,0,0,0,1,1,1,1,1,0,0,0,0,0
270000,Shah Alam,813,3,2,Freehold,Apartment,0,0,0,1,1,0,0,1,1,0,1,0,1,0
230000,Kundang,1290,4,3,Leasehold,Apartment,0,0,0,1,0,1,1,1,1,0,1,0,1,0
365000,Ara Damansara,697,2,1,Leasehold,Service Residence,1,0,1,1,1,1,1,1,1,1,1,0,1,0
369000,Ampang,1210,3,2,Leasehold,Condominium,0,0,1,0,1,1,0,1,1,0,1,0,1,0
350000,Petaling Jaya,1016,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
160000,Setia Alam,650,3,2,Freehold,Apartment,0,0,0,0,0,0,0,1,1,0,1,0,0,0
360000,Setia Alam,958,3,2,Freehold,Apartment,0,0,1,1,1,0,1,1,1,0,1,0,1,0
320000,Kajang,1082,3,3,Freehold,Condominium,1,1,1,0,1,1,0,1,1,1,1,1,1,0
285000,Puchong,975,3,2,Leasehold,Condominium,0,0,1,0,1,1,0,1,1,0,1,0,1,0
299000,Cheras,547,1,1,Freehold,Apartment,1,0,1,1,1,1,1,1,1,0,1,0,1,0
300000,Cheras,854,3,2,Leasehold,Apartment,1,0,0,0,1,1,0,1,1,0,1,0,1,0
320000,Kajang,920,3,2,Freehold,Condominium,0,0,1,0,1,0,0,1,1,0,1,0,1,0
420000,Kajang,1288,3,2,Freehold,Condominium,1,0,1,1,1,0,1,1,1,0,1,0,1,0
225000,Semenyih,800,3,2,Freehold,Apartment,0,0,1,0,0,1,0,1,1,1,1,0,1,0
179000,Semenyih,758,3,2,Freehold,Apartment,1,1,1,1,1,1,1,1,1,1,1,1,0,1
345000,Kajang,1045,3,2,Freehold,Condominium,1,1,1,0,1,1,0,1,1,1,1,1,1,0
215000,Rawang,850,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
320000,Setia Alam,939,3,2,Freehold,Apartment,1,0,1,1,1,1,1,1,1,0,1,0,1,0
295000,Shah Alam,1000,3,2,Freehold,Apartment,1,1,1,1,1,1,1,1,1,1,1,1,0,1
280000,Kajang,1022,3,2,Freehold,Condominium,0,1,1,1,1,0,1,1,1,0,1,0,1,0
350000,Puchong,871,3,2,Freehold,Apartment,0,0,0,1,0,0,0,1,1,0,1,0,1,0
270000,Damansara Damai,650,3,2,Leasehold,Apartment,0,0,0,0,0,0,1,1,1,0,1,0,0,0
360000,Hulu Langat,1052,3,2,Freehold,Condominium,1,0,0,0,1,1,1,1,1,1,1,0,1,0
335000,Shah Alam,1100,3,2,Leasehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275000,Setia Alam,850,3,2,Freehold,Apartment,0,0,0,1,0,0,1,1,1,0,1,0,0,0
170000,Seri Kembangan,667,3,1,Leasehold,Apartment,0,0,0,0,0,1,0,1,0,0,1,0,0,0
335000,Damansara Damai,986,3,2,Leasehold,Condominium,1,0,1,0,1,0,1,1,1,0,1,0,1,1
350000,Bangi,1017,3,2,Freehold,Service Residence,1,0,1,0,1,1,1,1,1,0,1,0,1,0
310000,Bangi,956,3,2,Freehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265000,Kajang,934,3,2,Freehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,0,1,0
280000,Puchong,900,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
299000,Kajang,1248,3,2,Freehold,Condominium,0,0,1,0,1,0,0,1,1,0,1,0,1,0
320000,Semenyih,862,3,2,Freehold,Condominium,0,0,1,0,1,0,0,1,1,0,1,0,1,0
315000,Damansara Perdana,900,3,2,Leasehold,Service Residence,1,0,1,0,0,0,0,1,1,0,1,0,1,0
275000,Klang,850,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,1,0
260000,Setia Alam,800,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
210000,Petaling Jaya,852,3,2,Leasehold,Apartment,0,0,1,0,0,0,1,1,1,0,1,0,1,0
205000,Sungai Buloh,741,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,1,0,0,1,0,0,0
200000,Rawang,925,3,2,Leasehold,Apartment,0,0,0,0,0,0,0,1,1,0,0,0,0,0
240000,Selayang,1023,3,2,Leasehold,Condominium,0,0,1,1,1,0,0,1,1,1,1,0,1,0
420000,Puchong,1045,3,3,Leasehold,Condominium,1,0,1,0,1,1,1,1,1,0,1,0,1,0
628000,Cyberjaya,2400,4,4,Leasehold,Condominium,0,0,1,1,1,1,0,1,1,1,1,0,1,0
293000,Puchong,930,3,2,Freehold,Apartment,0,0,0,1,0,0,0,1,1,0,1,0,0,0
315000,Damansara Perdana,421,1,1,Leasehold,Service Residence,1,0,1,0,1,1,1,1,1,1,1,0,1,0
410000,Bandar Mahkota Cheras,1396,4,2,Freehold,Condominium,1,1,1,1,1,0,1,1,1,1,1,0,1,0
149999,Shah Alam,602,2,1,Freehold,Apartment,1,0,0,0,0,1,0,1,1,0,0,0,0,0
263000,Cyberjaya,403,1,1,Freehold,Studio,0,0,1,1,1,0,0,1,1,0,0,0,1,0
295000,Kota Damansara,859,3,2,Leasehold,Apartment,0,0,0,1,1,0,0,1,1,0,1,0,0,0
320000,Seri Kembangan,1006,3,2,Leasehold,Apartment,1,0,1,0,1,1,0,1,1,0,1,0,1,0
410000,Shah Alam,1300,3,2,Leasehold,Condominium,0,1,1,0,1,0,0,1,1,0,1,0,1,0
350000,Selayang,957,3,2,Freehold,Condominium,1,0,1,0,0,0,0,1,1,0,1,0,1,0
1328000,Ara Damansara,2284,6,3,Freehold,Service Residence,1,0,1,1,0,0,1,1,1,0,1,0,1,0
270000,Puncak Alam,842,3,2,Leasehold,Service Residence,0,0,1,0,0,1,1,1,1,0,1,0,1,0
325000,Setia Alam,949,3,2,Freehold,Apartment,1,0,1,1,1,1,1,1,1,0,1,0,1,0
280000,Setia Alam,818,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
280000,Bandar Mahkota Cheras,1247,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
250000,Bangi,875,3,2,Leasehold,Apartment,0,0,0,1,1,1,1,1,1,0,1,0,1,1
400000,Seri Kembangan,1268,4,2,Freehold,Condominium,1,1,1,0,0,0,0,1,1,1,1,1,1,1
738000,Cheras,1463,4,2,Freehold,Service Residence,0,0,1,1,0,1,0,1,1,1,1,1,1,0
339800,Shah Alam,920,3,2,Freehold,Apartment,0,0,1,0,1,1,0,1,1,0,1,0,1,0
285000,Rawang,898,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
203000,Cyberjaya,829,3,2,Leasehold,Apartment,0,0,1,0,0,0,0,1,1,1,1,0,1,0
416000,Klang,882,2,2,Freehold,Service Residence,1,1,1,0,0,1,1,1,1,1,1,0,1,0
460000,Kajang,1040,3,2,Freehold,Condominium,1,0,1,1,1,0,1,1,1,0,1,0,1,0
135500,Kapar,650,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,0,0,0,0
260000,Puchong,850,3,2,Leasehold,Condominium,0,0,1,1,0,0,1,0,1,0,1,0,1,0
245000,Kajang,933,3,2,Freehold,Apartment,0,0,0,0,0,0,0,1,1,0,1,0,0,0
350472,Cyberjaya,900,3,2,Freehold,Apartment,0,1,1,1,1,0,1,1,1,0,1,1,1,1
175000,Petaling Jaya,852,3,2,Leasehold,Apartment,0,0,1,0,1,0,1,1,1,0,1,0,1,0
298000,Shah Alam,450,1,1,Freehold,Service Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550000,Seri Kembangan,1480,4,3,Freehold,Condominium,1,1,1,1,0,1,1,1,1,0,1,0,1,0
370000,Shah Alam,1250,2,2,Leasehold,Condominium,0,1,1,0,1,1,1,1,1,0,1,0,1,1
225000,Petaling Jaya,624,3,2,Freehold,Apartment,0,0,0,1,0,1,0,0,0,0,0,0,0,0
179000,Semenyih,753,3,2,Freehold,Apartment,0,0,0,0,1,1,1,1,1,0,1,0,0,0
280000,Puchong,850,3,2,Leasehold,Apartment,1,0,0,0,1,0,0,1,1,0,1,0,0,0
310000,Cheras,947,3,2,Freehold,Condominium,1,0,1,0,1,1,1,1,1,1,1,0,1,0
269000,Seri Kembangan,745,3,2,Leasehold,Service Residence,1,0,1,1,1,0,1,1,1,0,1,0,1,0
260000,Setia Alam,850,3,2,Freehold,Apartment,0,0,0,0,1,1,1,1,1,0,1,0,0,0
550000,Puchong,881,2,2,Freehold,Service Residence,0,0,0,1,1,1,0,1,1,0,1,1,0,0
240000,Petaling Jaya,780,3,2,Leasehold,Apartment,1,0,0,0,0,0,0,1,1,0,1,0,0,0
440000,Shah Alam,1082,3,2,Leasehold,Service Residence,1,1,1,1,1,1,1,1,1,0,1,0,1,1
295000,Putra Heights,800,3,2,Freehold,Apartment,0,0,0,0,1,0,1,1,1,0,1,0,0,0
240000,Bangi,454,1,1,Leasehold,Service Residence,0,0,1,0,1,1,0,1,1,0,1,0,1,0
245000,Ampang,736,3,2,Leasehold,Apartment,1,0,0,1,1,1,1,1,1,0,1,0,0,0
378000,Klang,1170,3,2,Freehold,Condominium,1,0,1,0,0,1,1,1,1,0,1,0,1,1
138600,Klang,840,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,1,0
175000,Puchong,650,3,2,Freehold,Flat,0,0,0,0,0,1,0,0,0,0,0,0,0,0
355000,Kajang,1300,4,3,Freehold,Condominium,1,0,1,0,1,1,1,1,1,0,1,0,1,0
436096,Cyberjaya,1022,3,2,Freehold,Condominium,1,0,1,1,1,1,1,1,1,0,1,0,1,0
270000,Subang Jaya,450,1,1,Freehold,Service Residence,0,0,1,0,1,1,0,1,1,0,1,0,1,0
1400000,Damansara Perdana,2652,4,3,Leasehold,Condominium,1,0,1,1,0,0,0,1,1,1,1,1,1,1
300000,Shah Alam,980,3,2,Leasehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
520000,Petaling Jaya,708,2,1,Leasehold,Service Residence,1,0,1,0,1,0,0,1,1,1,1,0,1,0
210000,Damansara Perdana,750,3,2,Leasehold,Apartment,0,0,0,0,1,1,0,1,1,0,1,0,0,0
300000,Damansara Perdana,860,3,2,Leasehold,Condominium,0,0,1,0,1,1,0,1,1,0,1,0,1,0
250000,Damansara Damai,850,3,2,Leasehold,Condominium,1,0,0,0,0,0,0,1,1,0,1,0,1,0
230000,Bangi,856,3,2,Freehold,Apartment,0,1,1,0,0,0,0,1,1,0,1,0,1,0
240000,Bangi,750,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
185000,Semenyih,750,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
330000,Cheras,872,3,2,Freehold,Condominium,0,0,0,0,0,0,0,1,1,0,1,0,1,0
140000,Kajang,727,3,1,Freehold,Flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,Cheras,820,3,2,Freehold,Apartment,1,0,0,1,0,1,0,1,1,0,1,0,0,0
269000,Cheras,750,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,0,0
385000,Shah Alam,1005,3,2,Leasehold,Condominium,0,0,0,0,0,0,0,1,0,0,1,0,0,0
370000,Bangi,888,3,2,Freehold,Service Residence,1,0,1,1,1,0,1,1,1,0,1,0,1,0
265000,Shah Alam,1033,3,2,Freehold,Apartment,0,0,0,0,0,0,0,1,1,0,1,0,0,0
250000,Puchong,850,3,2,Freehold,Apartment,0,0,0,0,0,1,0,1,1,0,1,0,1,0
148000,Puchong,670,3,1,Freehold,Condominium,0,0,0,0,0,1,0,1,1,0,1,0,0,0
355000,Bangi,1012,3,2,Freehold,Apartment,0,0,0,0,0,0,0,1,1,0,1,0,1,0
135000,Gombak,650,3,2,Leasehold,Flat,0,0,0,1,0,0,1,1,1,0,0,0,0,0
370000,Shah Alam,1188,4,2,Leasehold,Service Residence,0,0,1,0,0,1,1,0,1,0,1,0,1,0
1700000,Subang Jaya,4915,6,7,Freehold,Service Residence,0,1,1,0,0,1,1,1,1,0,1,0,1,0
185000,Puncak Alam,720,3,2,Leasehold,Apartment,0,0,0,0,0,0,0,1,1,0,1,0,0,0
299000,Setia Alam,820,3,2,Freehold,Apartment,1,1,1,1,1,1,1,1,1,0,1,0,1,0
299000,Setia Alam,904,3,2,Freehold,Apartment,0,0,0,1,0,0,0,1,1,0,1,1,1,1
380000,Klang,1170,3,2,Freehold,Apartment,1,0,1,0,1,1,0,1,1,0,1,0,1,1
120000,Cheras,620,2,1,Freehold,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,Cheras,620,2,1,Freehold,Apartment,0,0,0,1,0,1,1,0,0,0,0,0,0,0
160000,Serdang,600,3,1,Leasehold,Flat,0,0,0,1,0,1,0,1,1,0,0,0,0,0
130000,Kajang,650,3,2,Leasehold,Apartment,0,0,0,1,0,1,1,0,1,0,0,0,0,0
130000,Puchong,650,3,2,Leasehold,Apartment,0,0,0,1,0,1,1,1,1,0,0,0,0,0
135000,Bukit Beruntung,780,3,2,Freehold,Apartment,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220000,Shah Alam,850,3,2,Leasehold,Apartment,0,0,0,1,1,1,0,1,1,0,1,0,1,0
230000,Seri Kembangan,1000,3,2,Leasehold,Condominium,0,0,0,0,1,0,0,1,1,0,1,0,1,0
310000,Bandar Bukit Raja,900,3,2,Freehold,Apartment,1,0,0,0,1,0,1,1,1,0,1,0,1,0
380000,Bandar Botanic,1200,3,2,Freehold,Townhouse Condo,0,0,0,1,0,0,0,1,1,0,1,0,0,0
180000,Ampang,657,3,2,Leasehold,Apartment,0,0,0,0,0,1,0,1,0,0,0,0,0,0
190000,Semenyih,810,3,2,Freehold,Apartment,0,0,0,0,0,0,0,1,0,0,1,0,0,0
350000,Selayang,1204,3,2,Leasehold,Townhouse Condo,1,1,1,0,0,0,0,1,1,0,1,0,0,0
315000,Seri Kembangan,743,3,2,Leasehold,Service Residence,1,0,0,0,0,0,0,1,0,0,1,0,1,0
348000,Port Klang,2168,3,3,Freehold,Condominium,0,0,0,0,1,0,0,1,0,0,1,0,1,0
420000,Subang Jaya,1035,3,2,Freehold,Apartment,1,0,0,0,1,1,0,1,1,0,1,0,1,0
359000,Damansara Perdana,482,1,1,Leasehold,Studio,0,0,1,0,1,0,0,1,1,0,1,0,1,0
135000,Kajang,700,3,2,Freehold,Flat,0,0,0,1,0,1,1,1,1,0,0,0,0,0
415000,Cheras,1250,3,2,Freehold,Condominium,0,0,1,1,1,1,0,1,1,0,1,0,1,0
79717,Kajang,650,3,2,Leasehold,Apartment,0,0,0,0,0,0,0,1,0,0,1,0,0,0
728000,Bukit Jelutong,1253,3,2,Freehold,Service Residence,1,0,1,1,1,1,1,1,1,1,1,0,1,1
450000,Bangi,1066,3,2,Freehold,Service Residence,1,0,1,0,0,0,1,1,1,1,1,0,1,1
460000,Bangi,1066,3,2,Freehold,Service Residence,1,0,1,0,0,0,1,1,1,1,1,0,1,1
250000,Kajang,840,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,0,0,1,0,0,0
253000,Kajang,1001,3,2,Freehold,Apartment,0,0,0,1,1,0,0,1,1,0,1,0,0,0
450000,Kota Damansara,1044,3,2,Leasehold,Condominium,0,0,1,1,1,1,0,1,1,1,1,0,1,0
139000,Damansara Damai,650,3,2,Leasehold,Apartment,0,0,0,0,1,1,0,1,1,0,1,0,0,0
300000,Bandar Sungai Long,496,1,1,Freehold,Service Residence,0,0,1,0,0,0,1,1,1,1,1,0,1,0
399000,Subang Jaya,1260,4,3,Freehold,Service Residence,0,0,0,0,1,1,1,1,1,0,1,0,1,1
305000,Shah Alam,776,2,2,Leasehold,Service Residence,1,0,1,1,1,1,1,1,1,1,1,0,1,0
182250,Klang,1033,3,2,Freehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,1,0
150000,Rawang,668,3,1,Freehold,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305000,Ampang,976,3,2,Freehold,Apartment,0,0,1,0,0,1,1,1,1,0,1,0,0,0
180000,Shah Alam,550,1,1,Leasehold,Condominium,1,0,1,1,1,1,1,1,1,1,1,0,1,0
320000,Klang,1072,3,2,Freehold,Apartment,1,0,1,0,1,0,0,1,1,0,1,0,1,1
370000,Puchong,1071,3,2,Freehold,Apartment,0,1,1,1,1,1,1,1,1,0,1,0,1,0
365000,Ara Damansara,697,2,1,Leasehold,Service Residence,1,0,1,1,1,1,1,1,1,1,1,0,1,0
450000,Petaling Jaya,852,3,2,Freehold,Condominium,1,0,1,1,1,1,1,1,1,0,1,0,1,0
215000,Bangi,1109,4,2,Freehold,Apartment,0,0,0,0,1,0,1,1,1,0,1,0,0,0
160000,Selayang,650,3,1,Leasehold,Apartment,0,0,0,0,1,0,0,1,1,0,0,0,0,0
380000,Kajang,1052,3,2,Freehold,Condominium,0,0,1,0,0,0,1,1,1,0,1,0,1,0
265000,Puchong,820,3,2,Leasehold,Condominium,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435000,Batu Caves,1246,4,2,Leasehold,Condominium,0,0,1,0,1,0,0,1,1,0,1,1,1,0
324000,Ampang,878,2,1,Leasehold,Condominium,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191000,Shah Alam,581,2,2,Leasehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265000,Ampang,850,3,2,Leasehold,Apartment,0,0,0,0,1,0,1,1,1,0,1,0,1,0
200000,Seri Kembangan,1050,3,2,Leasehold,Condominium,0,0,0,0,1,0,0,1,1,0,1,0,1,0
338000,Seri Kembangan,860,3,2,Leasehold,Apartment,1,0,1,1,1,1,1,1,1,1,1,0,1,0
190000,Seri Kembangan,890,3,2,Leasehold,Apartment,0,0,0,0,0,0,0,1,1,0,1,0,0,0
315000,Setia Alam,850,3,2,Freehold,Apartment,1,1,1,0,1,0,1,1,1,0,1,0,1,0
230000,Klang,883,3,2,Freehold,Apartment,0,0,0,1,0,0,0,0,1,0,1,0,1,0
550000,Kajang,1488,6,3,Freehold,Condominium,1,0,0,0,0,0,0,1,1,0,1,0,1,0
345000,Kajang,1119,3,2,Freehold,Apartment,0,0,0,1,1,0,1,1,1,0,1,0,1,0
405000,Cheras,1139,4,2,Freehold,Condominium,0,0,1,1,1,1,0,1,1,0,1,0,1,0
394000,Subang Jaya,500,1,1,Freehold,Service Residence,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310000,Kajang,1023,3,2,Freehold,Condominium,0,0,1,0,1,0,0,1,0,0,1,0,1,0
340000,Cyberjaya,900,3,2,Freehold,Condominium,1,1,1,0,1,0,1,1,1,0,1,0,1,1
670000,Shah Alam,972,3,3,Freehold,Service Residence,1,0,1,1,1,0,0,1,1,0,1,0,1,0
450000,Petaling Jaya,852,3,2,Freehold,Condominium,1,0,1,1,1,1,1,1,1,0,1,0,1,0
280000,Batu Caves,930,3,2,Leasehold,Condominium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,Kajang,1082,3,3,Freehold,Condominium,1,1,1,0,1,1,0,1,1,1,1,1,1,0
220000,Batu Caves,827,3,2,Leasehold,Apartment,0,0,0,0,1,0,0,1,1,0,1,0,1,0
199000,Balakong,809,3,2,Freehold,Apartment,0,0,0,0,0,1,0,1,0,0,0,0,0,0
188666,Ampang,453,2,1,Leasehold,Flat,0,0,0,0,0,0,0,1,0,0,0,0,0,0
210000,Batu Caves,776,3,2,Leasehold,Apartment,0,0,0,0,1,1,0,1,1,0,1,0,1,0
220000,Cyberjaya,450,1,1,Freehold,Condominium,1,0,1,0,1,1,1,1,1,0,1,1,1,0
210000,Cyberjaya,450,1,1,Freehold,Condominium,1,0,1,0,1,1,1,1,1,0,1,1,1,0
840000,Shah Alam,1969,4,4,Leasehold,Service Residence,0,0,1,0,1,0,1,1,1,0,1,0,1,0
