Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL
"RM 500,000","Jln Jalil Perkasa 1, Off Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur","Listed on Aug 15, 2025 (29m ago)","689 sqft (floor),",2 Beds,2 Baths,Completion: 2020,Freehold,https://www.propertyguru.com.my/property-listing/skyluxe-on-the-park-bukit-jalil-for-sale-by-leon-yap-60225398
"RM 380,000
Starting from","Taman Len Seng, Taman Connaught, Cheras, Kuala Lumpur","Listed on May 27, 2025 (2mo ago)",452 sqft,1 Bed,1 Bath,Completion: 2027,Freehold,https://www.propertyguru.com.my/property-listing/project/the-connaught-one-for-sale-by-uem-sunrise-berhad-37358011?pixelUrl=https%3A%2F%2Fe-11135.adzerk.net%2Fe.gif%3Fe%3DeyJ2IjoiMS4xMyIsImF2Ijo2MTAyNzkwLCJhdCI6MTYzLCJidCI6MCwiY20iOjY1MTEyOTQ2MCwiY2giOjU5NTM0LCJjayI6e30sImNyIjo3NDE4NjUxNTgsImRpIjoiZDIyMzZkZWRkODgwNDVjNjk5MzgyNzRiMmFlNmRiMDUiLCJkaiI6MCwiaWkiOiJmN2EwZmZiN2IzMDg0M2EyOGI4YjNmOWNlODc1OTBlNyIsImRtIjozLCJmYyI6OTE2MTU2NDg3LCJmbCI6ODUzOTkzOTU1LCJpcCI6IjYwLjQ4LjE2OC45MyIsImt3IjoiNThqb2ssbGlzdGluZy1yZXNpZGVudGlhbCxsaXN0aW5nLXNhbGUtcHJvcC1uIiwibWsiOiJsaXN0aW5nLXNhbGUtcHJvcC1uLDU4am9rIiwibnciOjExMTM1LCJwYyI6MjEwMCwib3AiOjIxMDAsIm1wIjoyMTAwLCJlYyI6MjEwMCwiZ20iOjAsImVwIjpudWxsLCJwciI6MjM1NzE0LCJydCI6MiwicnMiOjUwMCwic2EiOiI4MSIsInNiIjoiaS0wOGVlOGQ0MmE4ZWMwM2E3YyIsInNwIjozMTM3NDQsInN0IjoxMjM0NTU1LCJ1ayI6ImY3MDRmMmQ4LTc0YWEtNGNiOC1iZTFjLTFkYzJlMTc2NzBhYSIsInRzIjoxNzU1MjQ3MTgwMjUxLCJiZiI6dHJ1ZSwicG4iOiIxLTItMy00LTUiLCJnYyI6dHJ1ZSwiZ0MiOnRydWUsImdzIjoibm9uZSIsInR6IjoiQXNpYS9TaW5nYXBvcmUiLCJmY3BjIjpmYWxzZSwiZXQiOjIwNX0%26s%3DJGTgBPCKlU5uw0B7XugGHBqMqCk#4567
,,,,,,,,https://www.propertyguru.com.my/property-listing/project/ekotitiwangsa-for-sale-by-ekovest-land-sdn-bhd-42508656#8230
"RM 1,690,000","- No. 3 Jalan Pinang, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (37m ago)","1,626 sqft",4 Beds,4 Baths,Completion: 2007,Freehold,https://www.propertyguru.com.my/property-listing/marc-residence-for-sale-by-eric-teo-60201371
"RM 12,000,000","29 Jalan Conlay, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (39m ago)","3,617 sqft",4 Beds,5 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/the-conlay-for-sale-by-leonnie-43314693
"RM 1,590,000","1 Jalan Sultan Ismail, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (54m ago)","1,325 sqft",3 Beds,2 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/the-face-suites-platinum-suites-for-sale-by-sandy-low-41621748
"RM 350,600
Starting from","Seksyen 14, Shah Alam, Selangor","Listed on Jul 17, 2025 (4w ago)",550 sqft,1 Bed,1 Bath,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/project/linkar-52-sa-sentral-for-sale-by-perbadanan-kemajuan-negeri-selangor-pkns-60094014?pixelUrl=https%3A%2F%2Fe-11135.adzerk.net%2Fe.gif%3Fe%3DeyJ2IjoiMS4xMyIsImF2Ijo2MTI5OTE5LCJhdCI6MTYzLCJidCI6MCwiY20iOjY1ODMwMDI0NCwiY2giOjU5NTM0LCJjayI6e30sImNyIjo3NTc0MTgxMDMsImRpIjoiZDIyMzZkZWRkODgwNDVjNjk5MzgyNzRiMmFlNmRiMDUiLCJkaiI6MSwiaWkiOiJmZDc5M2NjYWMyYTE0NjRkYmZlNDEyZTgzMThkODM5YyIsImRtIjozLCJmYyI6OTMxNzI0MjE0LCJmbCI6ODYxMjAwNjgwLCJpcCI6IjYwLjQ4LjE2OC45MyIsImt3IjoiNThqb2ssbGlzdGluZy1yZXNpZGVudGlhbCxsaXN0aW5nLXNhbGUtcHJvcC1uIiwibWsiOiJsaXN0aW5nLXNhbGUtcHJvcC1uLDU4am9rIiwibnciOjExMTM1LCJwYyI6MjEwMCwib3AiOjIxMDAsIm1wIjoyMTAwLCJlYyI6MjEwMCwiZ20iOjAsImVwIjpudWxsLCJwciI6MjM1NzE0LCJydCI6MiwicnMiOjUwMCwic2EiOiI4MSIsInNiIjoiaS0wOGVlOGQ0MmE4ZWMwM2E3YyIsInNwIjozMTM3NDQsInN0IjoxMjM0NTU1LCJ1ayI6ImY3MDRmMmQ4LTc0YWEtNGNiOC1iZTFjLTFkYzJlMTc2NzBhYSIsInRzIjoxNzU1MjQ3MTgwMjUxLCJiZiI6dHJ1ZSwicG4iOiIxLTItMy00LTUiLCJnYyI6dHJ1ZSwiZ0MiOnRydWUsImdzIjoibm9uZSIsInR6IjoiQXNpYS9TaW5nYXBvcmUiLCJmY3BjIjpmYWxzZSwiZXQiOjIwNX0%26s%3Df1F-6Umg8FgibVRiNZblfs6B1FQ#11755
"RM 880,000","Jalan Changkat Hartamas, Solaris Parq, Mont Kiara, Kuala Lumpur","Listed on Aug 15, 2025 (55m ago)",721 sqft,2 Beds,1 Bath,Completion: 2022,Freehold,https://www.propertyguru.com.my/property-listing/residensi-solaris-parq-for-sale-by-sandy-low-42148339
"RM 2,047,500","29 Jalan Conlay, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (1h ago)",980 sqft,1 Bed,2 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/the-conlay-for-sale-by-nicole-how-43366814
"RM 3,760,000","29 Jalan Conlay, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (1h ago)","1,335 sqft",2 Beds,3 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/the-conlay-for-sale-by-nicole-how-43363890
"RM 2,100,000","29 Jalan Conlay, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (2h ago)",980 sqft,1 Bed,1 Bath,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/the-conlay-for-sale-by-justin-tan-43455351
"RM 1,200,000","Jalan Raja Chulan, Bukit Bintang, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (2h ago)",504 sqft,1 Bed,1 Bath,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/pavilion-square-for-sale-by-justin-tan-42799846
"RM 680,000","One Residences Jln Sg. Besi, Off Jln Satu, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (3h ago)","1,250 sqft",3 Beds,4 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/one-residence-for-sale-by-jason-tham-43161812
"RM 549,999","Jalan Yap Kwan Seng, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (4h ago)",450 sqft,Studio,1 Bath,Completion: 2022,Leasehold,https://www.propertyguru.com.my/property-listing/scarletz-suites-kl-city-centre-for-sale-by-anthony-foong-60333128
"RM 738,000","Jalan Hujan Rintik, Taman Overseas Union (Taman Oug), Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Aug 15, 2025 (4h ago)","1,062 sqft",3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/aras-residences-for-sale-by-roxanne-ng-60113008
"RM 507,999","Jalan 4/108a, Salak Selatan, Kuala Lumpur","Listed on Aug 15, 2025 (5h ago)","1,045 sqft",3 Beds,3 Baths,Completion: 2020,Freehold,https://www.propertyguru.com.my/property-listing/razak-city-residences-rc-residences-for-sale-by-tc-hou-60152770
"RM 3,600,000","Jalan Bukit Bintang, Bukit Bintang, 55100, Bukit Bintang, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (5h ago)","1,254 sqft",2 Beds,2 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/pavilion-suites-for-sale-by-daniel-chieng-500013708
"RM 741,600","Jalan Ampang, Taman U Thant, Ampang, Kuala Lumpur","Listed on Aug 15, 2025 (5h ago)",521 sqft,2 Beds,1 Bath,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/skyline-embassy-for-sale-by-heaven-chia-60363081
"RM 580,000","Jalan AU2 2c, AU2, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (5h ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2027,Leasehold,https://www.propertyguru.com.my/property-listing/the-vesta-residences-for-sale-by-ryan-teo-40869421
"RM 640,000","Jalan AU2 2c, AU2, KL City Centre, Kuala Lumpur","Listed on Aug 15, 2025 (5h ago)","1,125 sqft",4 Beds,3 Baths,Completion: 2027,Leasehold,https://www.propertyguru.com.my/property-listing/the-vesta-residences-for-sale-by-ryan-teo-40869453
"RM 780,000","Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur","Listed on Aug 15, 2025 (7h ago)",750 sqft,2 Beds,1 Bath,Completion: 2021,Freehold,https://www.propertyguru.com.my/property-listing/the-park-2-for-sale-by-kk-lim-42526394
"RM 430,000","Jalan 4/155, Bukit Jalil, Kuala Lumpur","Listed on Aug 15, 2025 (14h ago)",700 sqft,2 Beds,2 Baths,Completion: 2024,Freehold,https://www.propertyguru.com.my/property-listing/the-rosewoodz-bukit-jalil-for-sale-by-keffery-lee-41839080
"RM 995,000","Jalan Sultan Ismail, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (16h ago)",455 sqft,Studio,1 Bath,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/victory-suites-the-face-2-klcc-for-sale-by-vivian-ng-60305055
"RM 3,000,000","Jln Gading, Bukit Bintang, Bukit Bintang, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (17h ago)",992 sqft,2 Beds,2 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/orion-residence-bukit-bintang-for-sale-by-jayyong-ng-43226342
"RM 1,199,000","1 Jalan Sultan Ismail, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (17h ago)","1,020 sqft",2 Beds,1 Bath,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/the-face-suites-platinum-suites-for-sale-by-nisha-60285137
"RM 445,000","Jln Jalil Perkasa 1, Off Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur","Listed on Aug 14, 2025 (19h ago)",950 sqft,3 Beds,2 Baths,Completion: 2020,Freehold,https://www.propertyguru.com.my/property-listing/skyluxe-on-the-park-bukit-jalil-for-sale-by-cassandra-chung-60089430
"RM 820,000","20 Jalan Perak, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (20h ago)",900 sqft,3 Beds,2 Baths,Completion: 2013,Freehold,https://www.propertyguru.com.my/property-listing/soho-suites-klcc-for-sale-by-daniel-41448807
"RM 989,000","Jalan Imbi Jalan Imbi, Bukit Bintang, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (20h ago)",657 sqft,2 Beds,1 Bath,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/tribeca-for-sale-by-daniel-60084157
"RM 350,600
Starting from","Seksyen 14, Shah Alam, Selangor","Listed on Jul 17, 2025 (4w ago)",550 sqft,1 Bed,1 Bath,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/project/linkar-52-sa-sentral-for-sale-by-perbadanan-kemajuan-negeri-selangor-pkns-60094014?pixelUrl=https%3A%2F%2Fe-11135.adzerk.net%2Fe.gif%3Fe%3DeyJ2IjoiMS4xMyIsImF2Ijo2MTI5OTE5LCJhdCI6MTYzLCJidCI6MCwiY20iOjY1ODMwMDI0NCwiY2giOjU5NTM0LCJjayI6e30sImNyIjo3NTc0MTgxMDMsImRpIjoiM2Q3MDY4NTBlOWUyNGM3YmIzMGZjZGY3NmU2ZmQ5MjEiLCJkaiI6MCwiaWkiOiI3ZWY5ZDkyYmU2NDY0YzU3YWI0OGVjMjZhYjRmY2I0MyIsImRtIjozLCJmYyI6OTMxNzI0MjE0LCJmbCI6ODYxMjAwNjgwLCJpcCI6IjYwLjQ4LjE2OC45MyIsImt3IjoiNThqb2ssbGlzdGluZy1yZXNpZGVudGlhbCxsaXN0aW5nLXNhbGUtcHJvcC1uIiwibWsiOiJsaXN0aW5nLXNhbGUtcHJvcC1uLDU4am9rIiwibnciOjExMTM1LCJwYyI6MjEwMCwib3AiOjIxMDAsIm1wIjoyMTAwLCJlYyI6MjEwMCwiZ20iOjAsImVwIjpudWxsLCJwciI6MjM1NzE0LCJydCI6MiwicnMiOjUwMCwic2EiOiI4MSIsInNiIjoiaS0wMWE2NTQxNzE0OTEzYTJlYiIsInNwIjoyODU1ODIsInN0IjoxMjM0NTU1LCJ1ayI6IjU1N2JlYTAwLWM3NzItNGI4Mi1iMDQzLTVjNzVlODJjYzIyOCIsInRzIjoxNzU1MjQ3MjE0NTc3LCJiZiI6dHJ1ZSwicG4iOiIxLTItMy00LTUiLCJnYyI6dHJ1ZSwiZ0MiOnRydWUsImdzIjoibm9uZSIsInR6IjoiQXNpYS9TaW5nYXBvcmUiLCJmY3BjIjpmYWxzZSwiZXQiOjIwNX0%26s%3DJT4h6JEz-IiZe5YxQ2RRdcrpT34#11755
"RM 1,458,000","Jalan P. Ramlee, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (20h ago)",549 sqft,1 Bed,1 Bath,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/clouthaus-residences-for-sale-by-daniel-60130900
"RM 2,350,000","Jalan P. Ramlee, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (20h ago)",904 sqft,2 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/clouthaus-residences-for-sale-by-daniel-60130903
"RM 2,548,000","Lorong Stonor, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (20h ago)","3,068 sqft",4 Beds,3 Baths,Completion: 2008,Freehold,https://www.propertyguru.com.my/property-listing/suria-stonor-for-sale-by-daniel-42911547
"RM 499,000","- Jalan Jejaka 1, off Jalan Cheras, Taman Maluri, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (21h ago)",922 sqft,4 Beds,2 Baths,Completion: 2013,Leasehold,https://www.propertyguru.com.my/property-listing/amaya-maluri-for-sale-by-rachael-ngin-60363031
"RM 1,065,757","Persiaran Jalil 8, Bukit Jalil, Kuala Lumpur","Listed on Aug 14, 2025 (21h ago)","1,201 sqft",3 Beds,2 Baths,Completion: 2029,Freehold,https://www.propertyguru.com.my/property-listing/park-green-pavilion-bukit-jalil-for-sale-by-kate-lau-60325577
"RM 380,000
Starting from","Taman Len Seng, Taman Connaught, Cheras, Kuala Lumpur","Listed on May 27, 2025 (2mo ago)",452 sqft,1 Bed,1 Bath,Completion: 2027,Freehold,https://www.propertyguru.com.my/property-listing/project/the-connaught-one-for-sale-by-uem-sunrise-berhad-37358011?pixelUrl=https%3A%2F%2Fe-11135.adzerk.net%2Fe.gif%3Fe%3DeyJ2IjoiMS4xMyIsImF2Ijo2MTAyNzkwLCJhdCI6MTYzLCJidCI6MCwiY20iOjY1MTEyOTQ2MCwiY2giOjU5NTM0LCJjayI6e30sImNyIjo3NDE4NjUxNTgsImRpIjoiM2Q3MDY4NTBlOWUyNGM3YmIzMGZjZGY3NmU2ZmQ5MjEiLCJkaiI6MSwiaWkiOiIyNmUwYTBmOWM0MDg0OWI0YjZmZGVlOWY2MjRkNDc0OSIsImRtIjozLCJmYyI6OTE2MTU2NDg3LCJmbCI6ODUzOTkzOTU1LCJpcCI6IjYwLjQ4LjE2OC45MyIsImt3IjoiNThqb2ssbGlzdGluZy1yZXNpZGVudGlhbCxsaXN0aW5nLXNhbGUtcHJvcC1uIiwibWsiOiJsaXN0aW5nLXNhbGUtcHJvcC1uLDU4am9rIiwibnciOjExMTM1LCJwYyI6MjEwMCwib3AiOjIxMDAsIm1wIjoyMTAwLCJlYyI6MjEwMCwiZ20iOjAsImVwIjpudWxsLCJwciI6MjM1NzE0LCJydCI6MiwicnMiOjUwMCwic2EiOiI4MSIsInNiIjoiaS0wMWE2NTQxNzE0OTEzYTJlYiIsInNwIjoyODU1ODIsInN0IjoxMjM0NTU1LCJ1ayI6IjU1N2JlYTAwLWM3NzItNGI4Mi1iMDQzLTVjNzVlODJjYzIyOCIsInRzIjoxNzU1MjQ3MjE0NTc3LCJiZiI6dHJ1ZSwicG4iOiIxLTItMy00LTUiLCJnYyI6dHJ1ZSwiZ0MiOnRydWUsImdzIjoibm9uZSIsInR6IjoiQXNpYS9TaW5nYXBvcmUiLCJmY3BjIjpmYWxzZSwiZXQiOjIwNX0%26s%3DJt7nbbA5_xdD8vQeVHGhAScS8BE#4567
"RM 1,000,000","Jalan Ampang, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (21h ago)",438 sqft,1 Bed,1 Bath,Completion: 2029,Freehold,https://www.propertyguru.com.my/property-listing/armani-hallson-for-sale-by-sam-ho-60320249
"RM 2,350,000","Jalan Damanlela, Damansara Heights, Kuala Lumpur","Listed on Aug 14, 2025 (22h ago)","2,077 sqft",4 Beds,4 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/damansara-city-residency-dc-residensi-for-sale-by-darren-khoo-40634949
"RM 1,820,000","Jalan Damanlela, Damansara Heights, Kuala Lumpur","Listed on Aug 14, 2025 (22h ago)","1,668 sqft",3 Beds,3 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/damansara-city-residency-dc-residensi-for-sale-by-darren-khoo-40634948
"RM 820,000","KL Gateaway Jalan Kerinchi Kiri, Kampung Kerinchi (Bangsar South), Kuala Lumpur","Listed on Aug 14, 2025 (23h ago)",850 sqft,2 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/kl-gateway-residences-for-sale-by-renee-chin-43224254
"RM 1,210,000","Jalan Imbi, Bukit Bintang, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (23h ago)",888 sqft,2 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/times-square-2-for-sale-by-jayyong-ng-43153813
"RM 1,460,000","29 Jalan Conlay, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (23h ago)",710 sqft,1 Bed,1 Bath,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/the-conlay-for-sale-by-jayyong-ng-43322617
"RM 1,500,000","315 Jalan Ampang, Ampang Hilir, Ampang, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",997 sqft,2 Beds,2 Baths,Completion: 2022,Freehold,https://www.propertyguru.com.my/property-listing/novo-ampang-for-sale-by-chriz-chen-60361361
"RM 1,400,000","Jln Gading, Bukit Bintang, Bukit Bintang, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",500 sqft,1 Bed,1 Bath,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/orion-residence-bukit-bintang-for-sale-by-jyan-wong-42888124
"RM 900,000","Jalan Abdullah, Bangsar, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",765 sqft,2 Beds,1 Bath,Completion: 2026,Freehold,https://www.propertyguru.com.my/property-listing/the-lantern-bangsar-for-sale-by-jyan-wong-43017508
"RM 1,493,000","29 Jalan Conlay, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",710 sqft,1 Bed,1 Bath,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/the-conlay-for-sale-by-nicole-how-43364143
"RM 2,056,000","29 Jalan Conlay, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",840 sqft,1 Bed,2 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/the-conlay-for-sale-by-nicole-how-43381443
"RM 12,000,000","29 Jalan Conlay, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","3,617 sqft",4 Beds,5 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/the-conlay-for-sale-by-nicole-how-60148615
"RM 1,800,000","Jalan Tun Razak, The Tun Razak Exchange (TRX), KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",817 sqft,2 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/core-residence-trx-for-sale-by-brandon-goh-500018381
"RM 830,000","Jalan Shahbandar, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,067 sqft",4 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/sunway-velocity-3-for-sale-by-cogan-law-60360934
"RM 1,980,000","29 Jalan Conlay, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",947 sqft,1 Bed,2 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/the-conlay-for-sale-by-nicole-how-43363754
"RM 2,700,000","Jalan Raja Chulan, Bukit Bintang, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,272 sqft",3 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/pavilion-square-for-sale-by-jyan-wong-42483841
"RM 1,200,000","KL Gateaway Jalan Kerinchi Kiri, Kampung Kerinchi (Bangsar South), Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,346 sqft",3 Beds,3 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/kl-gateway-premium-residences-for-sale-by-lisa-low-39355115
"RM 1,400,000","Jalan P. Ramlee, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",549 sqft,1 Bed,1 Bath,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/clouthaus-residences-for-sale-by-jyan-wong-60289202
"RM 1,999,999","Jalan Arang, Kepong Baru, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",776 sqft,2 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/armani-residence-for-sale-by-jyan-wong-500008806
"RM 2,450,000","Jalan Sultan Ismail, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,023 sqft",1 Bed,1 Bath,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/the-ritz-carlton-residences-for-sale-by-michelle-ong-29283202
"RM 12,000,000","29 Jalan Conlay, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","3,617 sqft",4 Beds,4 Baths,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/the-conlay-for-sale-by-xiang-lee-60159911
"RM 13,000,000","Jalan Ampang, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","3,843 sqft",5 Beds,4 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/four-seasons-place-for-sale-by-xiang-lee-60159955
"RM 17,000,000","No. 152 Jalan Ampang, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","4,919 sqft",3 Beds,4 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/le-nouvel-for-sale-by-xiang-lee-43350610
"RM 1,250,000","No 159, Jalan Ampang, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)","578 sqft (floor),",Studio,1 Bath,Completion: 2025,Freehold,https://www.propertyguru.com.my/property-listing/so-sofitel-kuala-lumpur-residences-for-sale-by-jeffrey-chia-60344883
"RM 2,200,000","Jalan Damanlela, Damansara Heights, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)","2,077 sqft",3 Beds,2 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/damansara-city-residency-dc-residensi-for-sale-by-jeffrey-chia-42003006
"RM 3,300,000","7 Jalan Kia Peng Kuala Lumpur, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)","1,830 sqft",4 Beds,3 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/the-ruma-for-sale-by-jyan-wong-60288744
"RM 1,400,000","5 Persiaran Stonor, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)","1,140 sqft",2 Beds,2 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/the-manor-for-sale-by-jyan-wong-60286737
"RM 2,050,000","28 Jalan Kia Peng, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)","1,464 sqft",3 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/eaton-residence-for-sale-by-jyan-wong-60282763
"RM 1,088,888","10 Stonor Persiaran Stonor, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)",801 sqft,3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/10-stonor-for-sale-by-ernest-ong-60131745
"RM 1,258,000","10 Stonor Persiaran Stonor, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)",971 sqft,3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/10-stonor-for-sale-by-ernest-ong-60131710
"RM 1,050,000","10 Stonor Persiaran Stonor, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)",801 sqft,3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/10-stonor-for-sale-by-yc-wong-42039201
"RM 1,050,000","Jalan Ampang, Taman U Thant, Ampang, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)",841 sqft,2 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/skyline-embassy-for-sale-by-justin-tan-42799628
"RM 1,200,000","1 Jalan Imbi, Bukit Bintang, KL City Centre, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)","1,070 sqft",2 Beds,2 Baths,Completion: 2003,Freehold,https://www.propertyguru.com.my/property-listing/berjaya-times-square-for-sale-by-elaine-cheah-500021958
"RM 730,000","1 Jalan Jejaka 2, Maluri, Cheras, Kuala Lumpur","Listed on Aug 13, 2025 (1d ago)",864 sqft,3 Beds,2 Baths,Completion: 2021,Freehold,https://www.propertyguru.com.my/property-listing/lavile-kuala-lumpur-for-sale-by-wayne-yap-42707630
