Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL
"RM 590,888
Starting from","1 Persiaran Melia, Elmina, Seksyen U15, Shah Alam, Selangor","Listed on Mar 27, 2025 (4mo ago)","1,000 sqft",3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/project/city-of-elmina-kanopi-residences-for-sale-by-sime-darby-property-berhad-41906326#5684
"RM 280,000
Starting from","Puchong, Selangor","Listed on Mar 03, 2025 (5mo ago)",570 sqft,1 Bed,1 Bath,Completion: 2027,Leasehold,https://www.propertyguru.com.my/property-listing/project/astra-aurora-residence-for-sale-by-permodalan-masteron-sdn-bhd-40588583#5310
"RM 386,000
Starting from","Persiaran Anggun, Taman Scientex Rawang, Rawang, Selangor","Listed on Feb 24, 2025 (5mo ago)",872 sqft,3 Beds,2 Baths,Completion: 2029,Freehold,https://www.propertyguru.com.my/property-listing/project/mori-residences-3-for-sale-by-scientex-park-m-sdn-bhd-42926659#11202
"RM 373,500
Starting from","Jalan Pinggiran Mas 2, Puchong, Selangor","Listed on Feb 19, 2025 (5mo ago)",753 sqft,2 Beds,2 Baths,Completion: 2025,Leasehold,https://www.propertyguru.com.my/property-listing/project/kr7-residences-for-sale-by-masteron-group-34098288#3555
"RM 250,000
Starting from","Warisan Puteri, Sepang, Sepang, Selangor","Listed on Feb 10, 2025 (6mo ago)",603 sqft,2 Beds,1 Bath,Completion: 2026,Freehold,https://www.propertyguru.com.my/property-listing/project/arena-residences-2-for-sale-by-pilihan-teraju-sdn-bhd-40447708#5299
Price on ask,"Persiaran RIO City, Bandar Puteri Puchong, Puchong, Selangor","Listed on Feb 10, 2025 (6mo ago)",764 sqft,2 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/project/2rio-residence-bandar-puteri-puchong-for-sale-by-flora-development-sdn-bhd-42374712#7283
"RM 250,000
Starting from","Puchong, Selangor","Listed on Jan 31, 2025 (6mo ago)",600 sqft,2 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/project/skyria-for-sale-by-astana-modal-m-sdn-bhd-41288680#5488
"RM 270,000 - RM 395,800","Kita @ Cybersouth, Dengkil, Selangor","Listed on Jan 31, 2025 (6mo ago)",602 sqft - 850 sqft,3 Beds,2 Baths,Completion: 2026,,https://www.propertyguru.com.my/property-listing/project/pangsapuri-kita-sejati-for-sale-by-kita-sejati-sdn-bhd-35766261#4058
"RM 529,000
Starting from","16 Sierra, Puchong, Selangor","Listed on Jan 22, 2025 (6mo ago)",969 sqft - 990 sqft,3 Beds,2 Baths,Completion: 2020,Leasehold,https://www.propertyguru.com.my/property-listing/project/zentro-residences-serviced-apartment-for-sale-by-lush-development-sdn-bhd-42663771#9845
"RM 250,000
Starting from","16 Sierra, Puchong, Selangor","Listed on Jan 22, 2025 (6mo ago)",550 sqft,2 Beds,1 Bath,Completion: 2027,99-year Leasehold,https://www.propertyguru.com.my/property-listing/project/covo-16-sierra-for-sale-by-16-sierra-lush-development-sdn-bhd-40827495#5402
"RM 789,000 - RM 911,000","Persiaran Surian, Kota Damansara, Selangor","Listed on Jan 14, 2025 (7mo ago)",692 sqft,2 Beds,2 Baths,Completion: 2025,Leasehold,https://www.propertyguru.com.my/property-listing/project/edelweiss-tropicana-gardens-for-sale-by-tropicana-indah-sdn-bhd-34865888#5128
"RM 732,700
Starting from","Persiaran Tropicana, Tropicana, Selangor","Listed on Dec 12, 2024 (8mo ago)",862 sqft,2 Beds,2 Baths,Completion: 2020,Leasehold,https://www.propertyguru.com.my/property-listing/project/lumi-tropicana-for-sale-by-mayfair-ventures-sdn-bhd-42545618#8250
"RM 470,000
Starting from","Bandar Puchong Jaya, Puchong, Selangor","Listed on Nov 13, 2024 (9mo ago)",700 sqft,2 Beds,2 Baths,Completion: 2028,Leasehold,https://www.propertyguru.com.my/property-listing/project/the-wyn-residences-for-sale-by-forward-victory-sdn-bhd-39942674#5206
"RM 630,000 - RM 995,800","Avenue 25 Subang Jaya, Subang Jaya, Selangor","Listed on Nov 07, 2024 (9mo ago)","923 sqft - 1,042 sqft",3 Beds,2 Baths,Completion: 2027,Freehold,https://www.propertyguru.com.my/property-listing/project/alora-residences-avenue-25-subang-jaya-for-sale-by-avaland-berhad-37477177#4600
"RM 507,000 - RM 566,000","Persiaran Awana, Batu 9, Cheras, Selangor","Listed on Oct 29, 2024 (9mo ago)",675 sqft,2 Beds,1 Bath,Completion: 2026,Freehold,https://www.propertyguru.com.my/property-listing/project/emerald-9-for-sale-by-glm-emerald-square-cheras-sdn-bhd-42388905#7310
"RM 697,800
Starting from","Jalan MP 1, Subang Jaya, Selangor","Listed on Oct 18, 2024 (10mo ago)",883 sqft,3 Beds,2 Baths,Completion: 2028,Freehold,https://www.propertyguru.com.my/property-listing/project/amika-residences-for-sale-by-next-delta-sdn-bhd-38816034#5016
"RM 506,000
Starting from","Tropicana Metropark, Subang Jaya, Selangor","Listed on Oct 02, 2024 (10mo ago)",583 sqft,1 Bed,1 Bath,Completion: 2027,Freehold,https://www.propertyguru.com.my/property-listing/project/southplace-2-residences-for-sale-by-tropicana-metropark-sdn-bhd-35069647#3855
"RM 420,000","Persiaran Setia Damai, Setia Alam, Selangor","Listed on Aug 15, 2025 (47s ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2023,Freehold,https://www.propertyguru.com.my/property-listing/huni-eco-ardence-for-sale-by-valesca-tee-40829023
"RM 425,000","Persiaran Setia Damai, Setia Alam, Selangor","Listed on Aug 15, 2025 (1m ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2023,Freehold,https://www.propertyguru.com.my/property-listing/huni-eco-ardence-for-sale-by-valesca-tee-60322708
"RM 490,000","27 Jalan SS 20/1, Damansara Intan, Petaling Jaya, Selangor","Listed on Aug 15, 2025 (4m ago)",861 sqft,2 Beds,2 Baths,Completion: 2008,Freehold,https://www.propertyguru.com.my/property-listing/casa-suites-for-sale-by-chris-ting-500026566
"RM 1,650,000","Jalan Pju 1A/4, Ara Damansara, Selangor","Listed on Aug 15, 2025 (4m ago)","1,965 sqft",3 Beds,2 Baths,Completion: 2018,Leasehold,https://www.propertyguru.com.my/property-listing/the-potpourri-for-sale-by-bryan-chan-60291608
"RM 780,000","Jalan PJU 1a/4a, Ara Damansara, Selangor","Listed on Aug 15, 2025 (5m ago)","1,173 sqft",3 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/aratre-residences-for-sale-by-bryan-chan-60011661
"RM 2,100,000","Jalan Pju 1A/4, Ara Damansara, Selangor","Listed on Aug 15, 2025 (6m ago)","2,213 sqft",3 Beds,3 Baths,Completion: 2018,Leasehold,https://www.propertyguru.com.my/property-listing/the-potpourri-for-sale-by-bryan-chan-60007163
"RM 1,350,000","Jalan Pju 1A/4, Ara Damansara, Selangor","Listed on Aug 15, 2025 (6m ago)","1,488 sqft",3 Beds,3 Baths,Completion: 2018,Leasehold,https://www.propertyguru.com.my/property-listing/the-potpourri-for-sale-by-bryan-chan-60007149
"RM 1,200,000","Jalan Pju 1A/4, Ara Damansara, Selangor","Listed on Aug 15, 2025 (6m ago)","1,829 sqft",2 Beds,2 Baths,Completion: 2018,Leasehold,https://www.propertyguru.com.my/property-listing/the-potpourri-for-sale-by-bryan-chan-60007134
"RM 195,000","Jalan Semenyih, Kiara Plaza, 43500 Semenyih, Semenyih, Selangor","Listed on Aug 15, 2025 (21m ago)",861 sqft,3 Beds,2 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/kiara-plaza-for-sale-by-jamie-loke-43239797
"RM 379,000","Jalan PJU 10/1A Jalan PJU 10/1A, Damansara Damai, Selangor","Listed on Aug 15, 2025 (25m ago)",883 sqft,4 Beds,2 Baths,Completion: 2020,Leasehold,https://www.propertyguru.com.my/property-listing/the-zizz-damansara-north-for-sale-by-bob-ong-60365966
"RM 549,999","Jalan Melawati 1 Off Jalan Taman Melawati, Ulu Kelang, Selangor","Listed on Aug 15, 2025 (26m ago)",633 sqft,Studio,1 Bath,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/serini-melawati-for-sale-by-ming-ju-li-500026492
"RM 357,000","Jalan PJU 1a/3 Jalan PJU 1a/3, Ara Damansara, Selangor","Listed on Aug 15, 2025 (26m ago)",880 sqft,2 Beds,2 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/h2o-residences-for-sale-by-jamie-loke-60365965
"RM 211,000","Jalan Kuching, Prima Selayang, Selayang, Selangor","Listed on Aug 15, 2025 (35m ago)",624 sqft,1 Bed,1 Bath,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/168-park-residensi-selayang-for-sale-by-jamie-loke-60365925
"RM 383,000","Off Jalan Kota Warisan, Kota Warisan, Sepang, Selangor","Listed on Aug 15, 2025 (35m ago)","1,000 sqft",3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/arena-residences-for-sale-by-jay-go-42653801
"RM 649,999","Jalan Melawati 1 Off Jalan Taman Melawati, Ulu Kelang, Selangor","Listed on Aug 15, 2025 (36m ago)","1,037 sqft",3 Beds,2 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/serini-melawati-for-sale-by-ming-ju-li-500026454
"RM 1,200,000","Jalan SS7/26A, SS7, Petaling Jaya, Selangor","Listed on Aug 15, 2025 (37m ago)","1,572 sqft",4 Beds,3 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/sapphire-paradigm-for-sale-by-sean-ng-43030595
"RM 548,000","Persiaran Serdang Perdana, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (41m ago)","1,110 sqft",3 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/quaver-residence-for-sale-by-janice-lye-41272965
